x_id	y_id	x_type	y_type	rel_type	relation	question
Gene|15220	Gene|21926	Gene	Gene	Gene & Gene	negative_correlate	Can we hypothesize the potential relation between Gene Foxq1 (15220) and Gene TNF-alpha (21926)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|16365	Gene|216799	Gene	Gene	Gene & Gene	negative_correlate	Can we hypothesize the potential relation between Gene Irg1 (16365) and Gene NLRP3 (216799)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|16452	Gene|83433	Gene	Gene	Gene & Gene	negative_correlate	Can we hypothesize the potential relation between Gene JAK2 (16452) and Gene TREM2 (83433)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|17494235	Gene|246778	Gene	Gene	Gene & Gene	negative_correlate	Can we hypothesize the potential relation between Gene EBNA (17494235) and Gene IL-27 (246778)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|17494235	Gene|3565	Gene	Gene	Gene & Gene	negative_correlate	Can we hypothesize the potential relation between Gene EBNA (17494235) and Gene IL-4 (3565)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|17494235	Gene|3586	Gene	Gene	Gene & Gene	negative_correlate	Can we hypothesize the potential relation between Gene EBNA (17494235) and Gene IL-10 (3586)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|17494235	Gene|3600	Gene	Gene	Gene & Gene	negative_correlate	Can we hypothesize the potential relation between Gene EBNA (17494235) and Gene IL-15 (3600)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|17494235	Gene|59067	Gene	Gene	Gene & Gene	negative_correlate	Can we hypothesize the potential relation between Gene EBNA (17494235) and Gene IL-21 (59067)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|17494235	Gene|6774	Gene	Gene	Gene & Gene	negative_correlate	Can we hypothesize the potential relation between Gene EBNA (17494235) and Gene STAT3 (6774)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|17494235	Gene|6776	Gene	Gene	Gene & Gene	negative_correlate	Can we hypothesize the potential relation between Gene EBNA (17494235) and Gene STAT5 (6776)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|1763	Gene|373509	Gene	Gene	Gene & Gene	negative_correlate	Can we hypothesize the potential relation between Gene DNA2 (1763) and Gene USP50 (373509)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|176837	Gene|181222	Gene	Gene	Gene & Gene	negative_correlate	Can we hypothesize the potential relation between Gene peroxiredoxin (176837) and Gene FLP-2 (181222)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|179381	Gene|180990	Gene	Gene	Gene & Gene	negative_correlate	Can we hypothesize the potential relation between Gene FSHR-1 (179381) and Gene unc-10 (180990)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|181222	Gene|266858	Gene	Gene	Gene & Gene	negative_correlate	Can we hypothesize the potential relation between Gene FLP-2 (181222) and Gene prdx-2 (266858)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|18596	Gene|77125	Gene	Gene	Gene & Gene	negative_correlate	Can we hypothesize the potential relation between Gene PDGFRbeta (18596) and Gene IL-33 (77125)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|197131	Gene|23327	Gene	Gene	Gene & Gene	negative_correlate	Can we hypothesize the potential relation between Gene UBR1 (197131) and Gene NEDD4L (23327)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|197131	Gene|59272	Gene	Gene	Gene & Gene	negative_correlate	Can we hypothesize the potential relation between Gene UBR1 (197131) and Gene ACE2 (59272)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|20465	Gene|7416	Gene	Gene	Gene & Gene	negative_correlate	Can we hypothesize the potential relation between Gene Sim2 (20465) and Gene VDAC1 (7416)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|20617	Gene|30052	Gene	Gene	Gene & Gene	negative_correlate	Can we hypothesize the potential relation between Gene alpha-synuclein (20617) and Gene proSAAS (30052)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|207	Gene|9111	Gene	Gene	Gene & Gene	negative_correlate	Can we hypothesize the potential relation between Gene Akt (207) and Gene NMI (9111)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|2081	Gene|29968	Gene	Gene	Gene & Gene	negative_correlate	Can we hypothesize the potential relation between Gene IRE1 (2081) and Gene PSAT1 (29968)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|2081	Gene|6470	Gene	Gene	Gene & Gene	negative_correlate	Can we hypothesize the potential relation between Gene IRE1 (2081) and Gene SHMT1 (6470)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|2100	Gene|9111	Gene	Gene	Gene & Gene	negative_correlate	Can we hypothesize the potential relation between Gene ERbeta (2100) and Gene NMI (9111)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|2203	Gene|7015	Gene	Gene	Gene & Gene	negative_correlate	Can we hypothesize the potential relation between Gene FBP1 (2203) and Gene TERT (7015)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|22059	Gene|69131	Gene	Gene	Gene & Gene	negative_correlate	Can we hypothesize the potential relation between Gene TP53 (22059) and Gene CDK12 (69131)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|2214	Gene|3872	Gene	Gene	Gene & Gene	negative_correlate	Can we hypothesize the potential relation between Gene CD16 (2214) and Gene KRT17 (3872)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|10413	Gene|2879	Gene	Gene	Gene & Gene	positive_correlate	Can we hypothesize the potential relation between Gene YAP (10413) and Gene GPX4 (2879)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|1052	Gene|29126	Gene	Gene	Gene & Gene	positive_correlate	Can we hypothesize the potential relation between Gene CEBPD (1052) and Gene PD-L1 (29126)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|10538	Gene|29126	Gene	Gene	Gene & Gene	positive_correlate	Can we hypothesize the potential relation between Gene BATF (10538) and Gene PD-L1 (29126)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|10643	Gene|2335	Gene	Gene	Gene & Gene	positive_correlate	Can we hypothesize the potential relation between Gene IGF2BP3 (10643) and Gene fibronectin (2335)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|10730	Gene|207	Gene	Gene	Gene & Gene	positive_correlate	Can we hypothesize the potential relation between Gene FtsH (10730) and Gene Akt (207)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|10730	Gene|6198	Gene	Gene	Gene & Gene	positive_correlate	Can we hypothesize the potential relation between Gene FtsH (10730) and Gene p70S6K (6198)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|10891	Gene|429	Gene	Gene	Gene & Gene	positive_correlate	Can we hypothesize the potential relation between Gene PGC-1alpha (10891) and Gene ASCL1 (429)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|110196	Gene|21676	Gene	Gene	Gene & Gene	positive_correlate	Can we hypothesize the potential relation between Gene Fdps (110196) and Gene TEAD1 (21676)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|112400	Gene|363014	Gene	Gene	Gene & Gene	positive_correlate	Can we hypothesize the potential relation between Gene NRG1 (112400) and Gene YAP (363014)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|112597	Gene|54443	Gene	Gene	Gene & Gene	positive_correlate	Can we hypothesize the potential relation between Gene LINC00152 (112597) and Gene ANLN (54443)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|112597	Gene|6241	Gene	Gene	Gene & Gene	positive_correlate	Can we hypothesize the potential relation between Gene LINC00152 (112597) and Gene RRM2 (6241)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|112597	Gene|7220	Gene	Gene	Gene & Gene	positive_correlate	Can we hypothesize the potential relation between Gene LINC00152 (112597) and Gene TRPC1 (7220)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|113959	Gene|24185	Gene	Gene	Gene & Gene	positive_correlate	Can we hypothesize the potential relation between Gene C5aR (113959) and Gene Akt (24185)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|114548	Gene|3627	Gene	Gene	Gene & Gene	positive_correlate	Can we hypothesize the potential relation between Gene NLRP3 (114548) and Gene CXCL10 (3627)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|114614	Gene|29126	Gene	Gene	Gene & Gene	positive_correlate	Can we hypothesize the potential relation between Gene MIR155HG (114614) and Gene PD-L1 (29126)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|11487	Gene|12064	Gene	Gene	Gene & Gene	positive_correlate	Can we hypothesize the potential relation between Gene ADAM10 (11487) and Gene BDNF (12064)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|114907	Gene|5293	Gene	Gene	Gene & Gene	positive_correlate	Can we hypothesize the potential relation between Gene atrogin-1 (114907) and Gene PI3K (5293)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|115004	Gene|115209	Gene	Gene	Gene & Gene	positive_correlate	Can we hypothesize the potential relation between Gene cGAS (115004) and Gene OMA1 (115209)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|115209	Gene|340061	Gene	Gene	Gene & Gene	positive_correlate	Can we hypothesize the potential relation between Gene OMA1 (115209) and Gene STING (340061)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|11568	Gene|18708	Gene	Gene	Gene & Gene	positive_correlate	Can we hypothesize the potential relation between Gene AEBP1 (11568) and Gene PI3K (18708)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|116	Gene|140679	Gene	Gene	Gene & Gene	positive_correlate	Can we hypothesize the potential relation between Gene PACAP (116) and Gene VGAT (140679)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|11793	Gene|18708	Gene	Gene	Gene & Gene	positive_correlate	Can we hypothesize the potential relation between Gene Atg5 (11793) and Gene PI3K (18708)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|1234	Gene|1440	Gene	Gene	Gene & Gene	positive_correlate	Can we hypothesize the potential relation between Gene CCR5 (1234) and Gene G-CSF (1440)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|1236	Gene|28755	Gene	Gene	Gene & Gene	positive_correlate	Can we hypothesize the potential relation between Gene CCR7 (1236) and Gene TRAC (28755)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|12400	Gene|22601	Gene	Gene	Gene & Gene	positive_correlate	Can we hypothesize the potential relation between Gene CBFbeta (12400) and Gene YAP (22601)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|12558	Gene|22601	Gene	Gene	Gene & Gene	positive_correlate	Can we hypothesize the potential relation between Gene N-cadherin (12558) and Gene YAP (22601)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|126074	Gene|6117	Gene	Gene	Gene & Gene	positive_correlate	Can we hypothesize the potential relation between Gene SWSAP1 (126074) and Gene RPA (6117)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|12877	Gene|18817	Gene	Gene	Gene & Gene	positive_correlate	Can we hypothesize the potential relation between Gene CPEB (12877) and Gene PLK1 (18817)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|12950	Gene|21926	Gene	Gene	Gene & Gene	positive_correlate	Can we hypothesize the potential relation between Gene CLP (12950) and Gene TNF-alpha (21926)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|135	Gene|952	Gene	Gene	Gene & Gene	positive_correlate	Can we hypothesize the potential relation between Gene A2AR (135) and Gene CD38 (952)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|1374	Gene|23321	Gene	Gene	Gene & Gene	positive_correlate	Can we hypothesize the potential relation between Gene CPT1A (1374) and Gene TRIM2 (23321)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|1385	Gene|5648	Gene	Gene	Gene & Gene	positive_correlate	Can we hypothesize the potential relation between Gene CREB (1385) and Gene MASP (5648)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|139341	Gene|25827	Gene	Gene	Gene & Gene	positive_correlate	Can we hypothesize the potential relation between Gene FUNDC1 (139341) and Gene FBXL2 (25827)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|1432	Gene|3002	Gene	Gene	Gene & Gene	positive_correlate	Can we hypothesize the potential relation between Gene p38 (1432) and Gene granzyme B (3002)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|1499	Gene|55695	Gene	Gene	Gene & Gene	positive_correlate	Can we hypothesize the potential relation between Gene beta-catenin (1499) and Gene NSUN5 (55695)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|1499	Gene|9100	Gene	Gene	Gene & Gene	positive_correlate	Can we hypothesize the potential relation between Gene beta-catenin (1499) and Gene USP10 (9100)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|1513	Gene|285180	Gene	Gene	Gene & Gene	positive_correlate	Can we hypothesize the potential relation between Gene cathepsin K (1513) and Gene RUFY4 (285180)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|15375	Gene|19411	Gene	Gene	Gene & Gene	positive_correlate	Can we hypothesize the potential relation between Gene FOXA1 (15375) and Gene RARgamma (19411)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|15977	Gene|66166	Gene	Gene	Gene & Gene	positive_correlate	Can we hypothesize the potential relation between Gene IFN-beta (15977) and Gene S100A14 (66166)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|160760	Gene|665	Gene	Gene	Gene & Gene	positive_correlate	Can we hypothesize the potential relation between Gene PPTC7 (160760) and Gene BNIP3L (665)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|16163	Gene|18166	Gene	Gene	Gene & Gene	positive_correlate	Can we hypothesize the potential relation between Gene IL-13 (16163) and Gene Y1R (18166)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|16184	Gene|225825	Gene	Gene	Gene & Gene	positive_correlate	Can we hypothesize the potential relation between Gene CD25 (16184) and Gene CD226 (225825)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|16365	Gene|170743	Gene	Gene	Gene & Gene	positive_correlate	Can we hypothesize the potential relation between Gene Irg1 (16365) and Gene TLR7 (170743)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|16440	Gene|22632	Gene	Gene	Gene & Gene	positive_correlate	Can we hypothesize the potential relation between Gene TF (16440) and Gene YY1 (22632)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|16476	Gene|16971	Gene	Gene	Gene & Gene	positive_correlate	Can we hypothesize the potential relation between Gene AP-1 (16476) and Gene LRP1 (16971)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|1654	Gene|29126	Gene	Gene	Gene & Gene	positive_correlate	Can we hypothesize the potential relation between Gene DDX3X (1654) and Gene PD-L1 (29126)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|171116	Gene|293615	Gene	Gene	Gene & Gene	positive_correlate	Can we hypothesize the potential relation between Gene OPA1 (171116) and Gene SIRT3 (293615)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|17263	Gene|56335	Gene	Gene	Gene & Gene	positive_correlate	Can we hypothesize the potential relation between Gene MEG3 (17263) and Gene METTL3 (56335)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|172831	Gene|178217	Gene	Gene	Gene & Gene	positive_correlate	Can we hypothesize the potential relation between Gene tba-1 (172831) and Gene EFA-6 (178217)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
Gene|17494231	Gene|23063	Gene	Gene	Gene & Gene	positive_correlate	Can we hypothesize the potential relation between Gene LMP2A (17494231) and Gene WAPL (23063)? The final hypothesis can be one of ['positive_correlate', 'negative_correlate', 'no_relation'].
